#ENCFF000VHВ_peaks Enhancers
#Created from /mnt/vdb/ROSE/cells/ENCFF000VHВ_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ENCFF000VHD_sorted.bam
#Using cutoff of 15740.7624 for Super-Enhancers
#Created on Sep 12 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF000VHD_sorted.bam	ENCFF000VHL_sorted.bam	enhancerRank	isSuper
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4074_lociStitched	chr20	47195577	47206322	7	3897	43972.838	18390.0675	44	1
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1702_lociStitched	chr12	97552619	97573566	10	10522	27019.5353	1772.1162	45	1
13_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_810_lociStitched	chr10	8856094	8877000	13	11806	26109.5034	1601.3996	46	1
15_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4791_lociStitched	chr3	133444716	133465623	15	9340	26947.0323	2893.5288	47	1
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4219_lociStitched	chr20	50787405	50791861	4	2888	31347.5144	7494.992	48	1
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6506_lociStitched	chr8	127848764	127871959	8	4804	31691.3285	7897.8975	49	1
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6715_lociStitched	chr9	94913528	94927938	10	10845	26200.262	2471.315	50	1
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6349_lociStitched	chr8	101359468	101386597	6	6746	28911.3753	5192.4906	51	1
11_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2342_lociStitched	chr15	87517979	87531464	11	10447	24078.816	1324.227	52	1
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1547_lociStitched	chr12	52943271	52952811	4	7502	25372.584	2758.014	53	1
11_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4879_lociStitched	chr3	161314720	161342394	11	8058	25260.8272	2889.1656	54	1
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_780_lociStitched	chr10	8049152	8064207	5	10085	23830.5595	1627.4455	55	1
12_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_839_lociStitched	chr10	9176678	9191008	12	8676	24029.977	1966.076	56	1
13_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5942_lociStitched	chr7	76291337	76317915	13	7798	25113.5522	3261.1206	57	1
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6007_lociStitched	chr7	108340118	108367158	10	8052	22705.488	2030.704	58	1
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2793_lociStitched	chr16_KI270728v1_random	1752460	1757079	4	4025	22945.3444	2321.5094	59	1
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1552_lociStitched	chr12	52967484	52977558	6	6788	23036.2158	2531.5962	60	1
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_751_lociStitched	chr10	5489080	5504676	9	7734	23617.0228	3170.6668	61	1
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2359_lociStitched	chr15	89105492	89122640	8	6747	22359.2772	2419.5828	62	1
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2414_lociStitched	chr15	95892456	95913694	8	7730	22085.3962	2208.752	63	1
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6359_lociStitched	chr8	101459590	101475514	9	5752	23075.4684	3565.3836	64	1
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2389_lociStitched	chr15	92803360	92831825	9	5582	23161.9705	4005.0255	65	1
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1965_lociStitched	chr14	49999211	50019835	8	6200	21791.3184	2761.5536	66	1
14_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2660_lociStitched	chr16	75043927	75067307	14	6920	20420.092	2681.686	67	1
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6908_lociStitched	chr9	134354757	134375169	10	5042	20930.4648	4253.8608	68	1
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3844_lociStitched	chr2	215967544	215988554	10	5312	18329.124	1706.012	69	1
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2952_lociStitched	chr17	59751931	59762256	5	5357	18677.925	2178.575	70	1
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3008_lociStitched	chr17	61567266	61569890	2	2492	20022.6944	3785.6448	71	1
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2917_lociStitched	chr17	57892767	57901420	3	4228	18376.3761	2421.9747	72	1
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4870_lociStitched	chr3	161265884	161276900	7	8298	16620.9408	880.1784	73	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1425_lociStitched	chr12	46154115	46179469	7	4563	17364.9546	1749.426	74	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4188_lociStitched	chr20	50659253	50671603	5	2990	21418.605	5866.25	75	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6518_lociStitched	chr8	128138549	128154158	5	4928	19821.8691	4272.1833	76	0
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5192_lociStitched	chr5	56414606	56431274	10	7202	16696.3356	1168.4268	77	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1782_lociStitched	chr12	131859928	131884501	8	3623	18990.0144	3563.085	78	0
12_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2064_lociStitched	chr14	75253364	75274081	12	5124	17485.148	2069.6283	79	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4675_lociStitched	chr3	64151326	64159068	4	3054	23726.1332	8354.3922	80	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3662_lociStitched	chr2	133491779	133507836	5	5992	16686.4344	1469.2155	81	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3064_lociStitched	chr17	66949886	66954578	3	4220	16811.9052	1703.6652	82	0
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_703_lociStitched	chr1	235060407	235083725	10	5134	17262.3154	2224.5372	83	0
11_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4838_lociStitched	chr3	149385498	149403827	11	5453	16756.3718	1893.3857	84	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_760_lociStitched	chr10	5544117	5552965	6	6379	16367.0304	1542.2064	85	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4798_lociStitched	chr3	134348714	134358938	7	6032	16747.9344	2050.9344	86	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2005_lociStitched	chr14	61524198	61539075	7	6445	15979.3857	1315.1268	87	0
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2039_lociStitched	chr14	69644710	69663839	10	5305	16946.3811	2326.0864	88	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3020_lociStitched	chr17	62779525	62804585	6	3750	21426.3	6891.5	89	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_823_lociStitched	chr10	9033965	9042040	5	6354	14924.215	562.02	90	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6465_lociStitched	chr8	121145185	121164986	7	4660	16846.6908	2492.9459	91	0
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1352_lociStitched	chr11	118912663	118929202	10	4970	16704.39	2406.4245	92	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1847_lociStitched	chr13	33634744	33649442	6	4857	15731.2694	1441.8738	93	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2091_lociStitched	chr14	77024070	77045519	4	2107	16884.6528	2693.9944	94	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2709_lociStitched	chr16	84992946	85001779	7	5659	15727.1565	1584.6402	95	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3709_lociStitched	chr2	158722186	158737073	7	5872	16018.412	1941.2648	96	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4923_lociStitched	chr3	175125276	175151690	7	4271	15557.846	1830.4902	97	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6233_lociStitched	chr8	90638034	90650180	6	5331	15710.851	2109.7602	98	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2692_lociStitched	chr16	84094766	84104037	8	5289	14674.1388	1191.3235	99	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4232_lociStitched	chr20	51742675	51752697	7	3474	17106.5518	3674.0652	100	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_508_lociStitched	chr1	162151874	162169057	8	4020	14875.3231	1658.1595	101	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_441_lociStitched	chr1	152034169	152048541	4	4373	16197.244	3016.6828	102	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_259_lociStitched	chr1	109238238	109248372	6	5135	15567.8508	2389.5972	103	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3323_lociStitched	chr19	47094434	47111933	7	6020	15052.6398	2028.1341	104	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6818_lociStitched	chr9	125535120	125551478	6	4530	14450.6572	1596.5408	105	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4481_lociStitched	chr21	42363019	42378079	5	4374	16296.426	3465.306	106	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2748_lociStitched	chr16	85513534	85526448	8	4069	16322.0046	3516.4822	107	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6384_lociStitched	chr8	101602702	101609146	5	4641	14290.2144	1640.6424	108	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_220_lociStitched	chr1	107681338	107691549	6	5444	13853.2637	1214.0879	109	0
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2007_lociStitched	chr14	61553169	61562839	9	5993	13739.136	1333.493	110	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_996_lociStitched	chr10	77855150	77873043	6	2693	14300.0856	1986.123	111	0
11_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3903_lociStitched	chr2	226114420	226126057	11	7453	12737.8602	520.1739	112	0
10_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_829_lociStitched	chr10	9062136	9076691	10	5359	13300.359	1087.2585	113	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2199_lociStitched	chr15	39621820	39643115	8	3775	13643.7065	1450.1895	114	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1495_lociStitched	chr12	52144105	52151068	7	4913	13685.7765	1520.7192	115	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1141_lociStitched	chr11	35294005	35305706	5	4873	13047.7851	936.08	116	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1151_lociStitched	chr11	35361455	35367785	5	5212	12708.108	675.411	117	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3873_lociStitched	chr2	217671600	217686625	7	5189	13064.2375	1141.9	118	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3435_lociStitched	chr2	18991062	19020886	7	4040	13719.04	1828.2112	119	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4326_lociStitched	chr20	57247089	57263560	3	1388	55144.908	43325.3184	120	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6350_lociStitched	chr8	101434430	101440080	5	4516	13263.94	1459.96	121	0
11_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4377_lociStitched	chr21	15198383	15211898	11	6064	12500.0235	773.058	122	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6897_lociStitched	chr9	133864289	133882606	6	3341	15139.0005	3447.2594	123	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6524_lociStitched	chr8	128168073	128178552	3	3916	13794.5556	2225.7396	124	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_205_lociStitched	chr1	96058196	96077669	7	5376	12258.2535	755.5524	125	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3462_lociStitched	chr2	20458532	20475226	7	4095	13076.4102	1584.2606	126	0
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5321_lociStitched	chr5	129125505	129135617	9	6860	12166.7584	791.7696	127	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6572_lociStitched	chr9	12776600	12795626	8	3004	12083.4126	713.475	128	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4228_lociStitched	chr20	51445854	51457547	4	3086	14788.1371	3461.128	129	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3943_lociStitched	chr2	236812848	236826859	3	3355	12629.5154	1499.177	130	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3618_lociStitched	chr2	96883795	96891596	6	4772	12935.6182	1885.5017	131	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4287_lociStitched	chr20	53827998	53830377	2	2064	15926.6913	4894.7925	132	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1694_lociStitched	chr12	97487828	97502906	5	3885	11904.081	882.063	133	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6725_lociStitched	chr9	94991224	95007943	8	3767	12512.4996	1544.8356	134	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5432_lociStitched	chr5	173532416	173538588	5	4790	12273.6392	1372.0356	135	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6256_lociStitched	chr8	90881769	90891174	8	4339	11630.223	773.091	136	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3948_lociStitched	chr2	236984966	236999280	3	3716	11708.852	861.7028	137	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1912_lociStitched	chr14	23690266	23697284	4	4967	11851.2966	1059.0162	138	0
9_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_939_lociStitched	chr10	52440029	52453315	9	5689	11222.6842	523.4684	139	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6170_lociStitched	chr8	66519608	66526240	4	5810	11329.4456	671.1584	140	0
8_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4014_lociStitched	chr20	19756862	19775103	8	3990	12812.4784	2261.884	141	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4748_lociStitched	chr3	120146840	120161654	5	4573	11969.712	1475.4744	142	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6643_lociStitched	chr9	77587557	77598642	7	3815	12026.1165	1536.381	143	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3087_lociStitched	chr17	75548786	75558558	6	3168	13029.0076	2587.6256	144	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_398_lociStitched	chr1	150561626	150569279	5	3504	12205.7697	1783.9143	145	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_652_lociStitched	chr1	215474911	215490912	7	2301	12317.5698	1918.5199	146	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6184_lociStitched	chr8	68851228	68862091	5	3225	10929.2643	631.1403	147	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2138_lociStitched	chr14	99970256	99983616	7	4246	11187.664	911.152	148	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5616_lociStitched	chr6	49539199	49555194	6	3027	10702.2545	558.2255	149	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2188_lociStitched	chr14	105467022	105482957	5	2712	11895.4775	1881.9235	150	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2895_lociStitched	chr17	50903619	50919615	5	3097	12799.9992	2796.1008	151	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1444_lociStitched	chr12	46454737	46474203	7	3475	11062.5278	1119.295	152	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6447_lociStitched	chr8	118849650	118864138	4	3071	10948.5816	1106.8832	153	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_167_lociStitched	chr1	51558801	51571348	5	3886	10998.7002	1198.2385	154	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4725_lociStitched	chr3	107987657	108001367	5	2390	11849.553	2051.016	155	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6041_lociStitched	chr7	128430689	128444940	6	3002	10877.7883	1157.1812	156	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6243_lociStitched	chr8	90690147	90696257	6	4209	10412.662	696.54	157	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4530_lociStitched	chr22	30297417	30313074	5	2363	11449.9641	1767.6753	158	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2624_lociStitched	chr16	70697496	70715154	5	2332	12312.9234	2631.042	159	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3446_lociStitched	chr2	19131348	19142500	6	3995	10569.8656	998.104	160	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_782_lociStitched	chr10	8077924	8087561	6	3885	10941.8498	1398.3287	161	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1815_lociStitched	chr13	25648327	25660413	7	3053	10873.7742	1335.503	162	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2519_lociStitched	chr16	10615824	10625959	5	3853	11059.312	1523.2905	163	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3298_lociStitched	chr19	45112650	45124258	3	1892	11598.7136	2070.8672	164	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6758_lociStitched	chr9	108472670	108480804	6	4412	10307.4048	786.5578	165	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6203_lociStitched	chr8	80077304	80084299	4	4628	10269.3595	770.849	166	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_611_lociStitched	chr1	202105668	202114600	5	3509	11161.4272	1670.284	167	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1937_lociStitched	chr14	37583245	37593287	7	3287	10931.7212	1515.3378	168	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6131_lociStitched	chr8	29757758	29774809	6	2776	10114.6532	748.5389	169	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4708_lociStitched	chr3	100001205	100008166	7	5168	9943.0924	627.1861	170	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6501_lociStitched	chr8	127799978	127810269	5	2360	11836.7082	2651.9907	171	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6190_lociStitched	chr8	69026479	69035197	6	4085	9742.365	595.4394	172	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3983_lociStitched	chr20	365161	372648	6	4186	9818.4518	706.7728	173	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1956_lociStitched	chr14	49954980	49972092	5	2831	10481.1	1461.3648	174	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6667_lociStitched	chr9	88528505	88533588	4	3925	9819.3394	816.3298	175	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1138_lociStitched	chr11	35262057	35278094	6	3444	10621.3051	1640.5851	176	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6567_lociStitched	chr9	5838942	5847476	6	3619	10015.5024	1044.5616	177	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1221_lociStitched	chr11	65419092	65427209	5	3713	9875.1422	904.2338	178	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5037_lociStitched	chr4	74578994	74585985	4	5421	9126.7505	253.7733	179	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_154_lociStitched	chr1	51313931	51326267	6	3484	9845.3616	983.1792	180	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_797_lociStitched	chr10	8724483	8729988	5	3878	9370.0605	663.903	181	0
6_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2752_lociStitched	chr16	85553817	85571685	6	2825	12416.4732	3711.1836	182	0
7_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5876_lociStitched	chr7	34057210	34069572	7	3725	10225.8464	1532.888	183	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5437_lociStitched	chr5	173562551	173569915	5	3112	10925.2304	2249.702	184	0
